Timestamp,Elapsed_Seconds,RPM
2026-07-22 15:47:02.779,0.250,0.00
2026-07-22 15:47:03.029,0.501,0.00
2026-07-22 15:47:03.279,0.751,0.00
2026-07-22 15:47:03.530,1.001,0.00
2026-07-22 15:47:03.780,1.252,0.00
2026-07-22 15:47:04.030,1.502,0.00
2026-07-22 15:47:04.281,1.752,0.00
2026-07-22 15:47:04.531,2.003,0.00
2026-07-22 15:47:04.781,2.253,0.00
2026-07-22 15:47:05.032,2.503,0.00
2026-07-22 15:47:05.282,2.754,0.00
2026-07-22 15:47:05.532,3.004,0.00
2026-07-22 15:47:05.783,3.255,0.00
2026-07-22 15:47:06.033,3.505,0.00
2026-07-22 15:47:06.283,3.755,0.00
2026-07-22 15:47:06.534,4.006,0.00
2026-07-22 15:47:06.784,4.256,0.00
2026-07-22 15:47:07.034,4.506,0.00
2026-07-22 15:47:07.285,4.757,0.00
2026-07-22 15:47:07.535,5.007,0.00
2026-07-22 15:47:07.786,5.257,0.00
2026-07-22 15:47:08.036,5.508,0.00
2026-07-22 15:47:08.287,5.758,0.00
2026-07-22 15:47:08.537,6.009,0.00
2026-07-22 15:47:08.788,6.260,0.00
2026-07-22 15:47:09.039,6.510,0.00
2026-07-22 15:47:09.289,6.761,0.00
2026-07-22 15:47:09.539,7.011,0.00
2026-07-22 15:47:09.790,7.262,0.00
2026-07-22 15:47:10.041,7.512,0.00
2026-07-22 15:47:10.292,7.763,0.00
2026-07-22 15:47:10.542,8.014,0.00
2026-07-22 15:47:10.793,8.264,0.00
2026-07-22 15:47:11.043,8.515,0.00
2026-07-22 15:47:11.294,8.765,0.00
2026-07-22 15:47:11.544,9.016,0.00
2026-07-22 15:47:11.795,9.267,0.00
2026-07-22 15:47:12.045,9.517,0.00
2026-07-22 15:47:12.296,9.767,0.00
2026-07-22 15:47:12.546,10.018,0.00
2026-07-22 15:47:12.797,10.268,0.00
2026-07-22 15:47:13.047,10.519,0.00
2026-07-22 15:47:13.297,10.769,0.00
2026-07-22 15:47:13.548,11.019,0.00
2026-07-22 15:47:13.798,11.270,0.00
2026-07-22 15:47:14.048,11.520,0.00
2026-07-22 15:47:14.299,11.771,0.00
2026-07-22 15:47:14.549,12.021,0.00
2026-07-22 15:47:14.799,12.271,0.00
2026-07-22 15:47:15.050,12.522,0.00
2026-07-22 15:47:15.300,12.772,0.00
2026-07-22 15:47:15.550,13.022,0.00
2026-07-22 15:47:15.801,13.273,0.00
2026-07-22 15:47:16.051,13.523,0.00
2026-07-22 15:47:16.302,13.773,0.00
2026-07-22 15:47:16.552,14.024,0.00
