Timestamp,Elapsed_Seconds,RPM
2026-07-22 15:41:53.210,0.250,0.00
2026-07-22 15:41:53.461,0.501,0.00
2026-07-22 15:41:53.713,0.753,0.00
2026-07-22 15:41:53.963,1.003,0.00
2026-07-22 15:41:54.213,1.254,0.00
2026-07-22 15:41:54.464,1.504,0.00
2026-07-22 15:41:54.714,1.754,0.00
2026-07-22 15:41:54.964,2.005,0.00
2026-07-22 15:41:55.215,2.255,0.00
2026-07-22 15:41:55.465,2.505,0.00
2026-07-22 15:41:55.715,2.756,0.00
2026-07-22 15:41:55.966,3.006,0.00
2026-07-22 15:41:56.216,3.256,0.00
2026-07-22 15:41:56.466,3.507,0.00
2026-07-22 15:41:56.717,3.757,0.00
2026-07-22 15:41:56.967,4.007,0.00
2026-07-22 15:41:57.217,4.258,0.00
2026-07-22 15:41:57.468,4.508,0.00
2026-07-22 15:41:57.718,4.758,0.00
2026-07-22 15:41:57.969,5.009,0.48
2026-07-22 15:41:58.219,5.259,70.56
2026-07-22 15:41:58.470,5.510,231.36
2026-07-22 15:41:58.720,5.760,258.24
2026-07-22 15:41:58.970,6.010,258.24
2026-07-22 15:41:59.221,6.261,259.68
2026-07-22 15:41:59.471,6.511,254.40
2026-07-22 15:41:59.721,6.761,264.48
2026-07-22 15:41:59.971,7.012,262.08
2026-07-22 15:42:00.222,7.262,255.60
2026-07-22 15:42:00.472,7.512,108.72
2026-07-22 15:42:00.722,7.763,10.08
2026-07-22 15:42:00.973,8.013,0.24
2026-07-22 15:42:01.223,8.263,0.00
2026-07-22 15:42:01.473,8.514,0.00
2026-07-22 15:42:01.724,8.764,0.00
2026-07-22 15:42:01.974,9.014,0.00
2026-07-22 15:42:02.224,9.265,0.00
2026-07-22 15:42:02.475,9.515,0.00
2026-07-22 15:42:02.725,9.765,0.00
2026-07-22 15:42:02.976,10.016,0.00
2026-07-22 15:42:03.226,10.266,0.00
2026-07-22 15:42:03.476,10.517,0.00
2026-07-22 15:42:03.727,10.767,0.00
