Timestamp,Elapsed_Seconds,RPM
2026-07-22 16:40:50.843,0.250,0.00
2026-07-22 16:40:51.093,0.501,0.00
2026-07-22 16:40:51.344,0.751,0.00
2026-07-22 16:40:51.594,1.002,0.00
2026-07-22 16:40:51.844,1.252,0.00
2026-07-22 16:40:52.095,1.502,0.00
2026-07-22 16:40:52.345,1.753,0.00
2026-07-22 16:40:52.595,2.003,0.00
2026-07-22 16:40:52.846,2.253,0.00
2026-07-22 16:40:53.096,2.504,0.00
2026-07-22 16:40:53.346,2.754,0.00
2026-07-22 16:40:53.597,3.004,0.00
2026-07-22 16:40:53.847,3.255,0.00
2026-07-22 16:40:54.097,3.505,0.00
2026-07-22 16:40:54.348,3.755,0.00
2026-07-22 16:40:54.598,4.006,0.00
2026-07-22 16:40:54.849,4.256,0.00
2026-07-22 16:40:55.099,4.507,0.00
2026-07-22 16:40:55.349,4.757,0.00
2026-07-22 16:40:55.600,5.007,0.00
2026-07-22 16:40:55.850,5.258,0.00
2026-07-22 16:40:56.101,5.508,0.00
2026-07-22 16:40:56.351,5.759,0.00
2026-07-22 16:40:56.602,6.009,0.00
2026-07-22 16:40:56.852,6.260,0.00
2026-07-22 16:40:57.103,6.510,0.00
2026-07-22 16:40:57.353,6.761,0.00
2026-07-22 16:40:57.604,7.011,0.00
2026-07-22 16:40:57.855,7.262,0.00
2026-07-22 16:40:58.105,7.513,0.00
2026-07-22 16:40:58.355,7.763,0.00
2026-07-22 16:40:58.606,8.013,0.00
2026-07-22 16:40:58.856,8.264,0.00
2026-07-22 16:40:59.106,8.514,0.00
2026-07-22 16:40:59.357,8.764,0.00
2026-07-22 16:40:59.607,9.015,0.00
2026-07-22 16:40:59.858,9.265,0.00
2026-07-22 16:41:00.108,9.516,0.00
2026-07-22 16:41:00.358,9.766,2.64
2026-07-22 16:41:00.609,10.016,45.60
2026-07-22 16:41:00.859,10.267,96.00
2026-07-22 16:41:01.109,10.517,161.28
2026-07-22 16:41:01.360,10.767,140.40
2026-07-22 16:41:01.610,11.018,118.80
2026-07-22 16:41:01.860,11.268,123.84
2026-07-22 16:41:02.111,11.518,119.28
2026-07-22 16:41:02.361,11.769,167.52
2026-07-22 16:41:02.611,12.019,253.68
2026-07-22 16:41:02.862,12.269,260.88
